"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"97770-2","Χολερυθρίνη","Συγκέντρωση ουσίας","Χρονική στιγμή","Τριχοειδικό αίμα","Ποσοτική","","CHEM","","","",""
"97157-2","Ιός των ανθρωπίνων θηλωμάτων: τύποι 6+11+42+43+44 DNA","PrThr","Χρονική στιγμή","Γεννητικό","Τακτική","Ανιχνευτής με ενίσχυση σήματος","MICRO","","","",""
"97195-2","Φαινυντοΐνη^κατώτερα επίπεδα","Συγκέντρωση ουσίας","Χρονική στιγμή","Ορός/Πλάσμα","Ποσοτική","","DRUG/TOX","","","",""
"97513-6","Καμπυλοβακτηρίδιο","PrThr","Χρονική στιγμή","ΧΧΧ","Τακτική","Καλλιέργεια ταυτοποίησης συγκεκριμένου μικροοργανισμού","MICRO","","","",""
"10331-7","Rh","Τύπος","Χρονική στιγμή","Αίμα","Ονομαστική","","BLDBK","","","",""
"10334-1","Καρκινικό αντιγόνο 125","Αυθαίρετη συγκέντρωση","Χρονική στιγμή","Ορός/Πλάσμα","Ποσοτική","","CHEM","","","CA 125",""
"10350-7","Ιός απλού έρπητα IgM ανοσοσφαιρίνη","Τίτλος","Χρονική στιγμή","Ορός","Ποσοτική","IA","MICRO","","","Ab IgM",""
"10352-3","Βακτήρια ταυτοποιημένο","Παρουσία ή ταυτοποίηση","Χρονική στιγμή","Γεννητικό","Ονομαστική","Αερόβια καλλιέργεια","MICRO","","","",""
"10357-2","Μικροσκοπική παρατήρηση","Παρουσία ή ταυτοποίηση","Χρονική στιγμή","Τομή","Ονομαστική","Χρώση κατά Gram","MICRO","","","",""
"10368-9","Μόλυβδος","Συγκέντρωση μάζας","Χρονική στιγμή","Τριχοειδικό αίμα","Ποσοτική","","DRUG/TOX","","","",""
"10501-5","Ωχρινοποιητική ορμόνη","Αυθαίρετη συγκέντρωση","Χρονική στιγμή","Ορός/Πλάσμα","Ποσοτική","","CHEM","","","LH",""
"10535-3","Διγοξίνη","Συγκέντρωση μάζας","Χρονική στιγμή","Ορός/Πλάσμα","Ποσοτική","","DRUG/TOX","","","",""
"10670-8","Λάμβλια","PrThr","Χρονική στιγμή","Κόπρανα","Τακτική","Καλλιέργεια ταυτοποίησης συγκεκριμένου μικροοργανισμού","MICRO","","","Giardia lamblia",""
"10839-9","Τροπονίνη Ι (καρδιακό ένζυμο)","Συγκέντρωση μάζας","Χρονική στιγμή","Ορός/Πλάσμα","Ποσοτική","","CHEM","","","",""
"10860-5","Ιός ανεμευλογιάς-έρπητα ζωστήρα","PrThr","Χρονική στιγμή","ΧΧΧ","Τακτική","Καλλιέργεια ταυτοποίησης συγκεκριμένου μικροοργανισμού","MICRO","","","VZV",""
"10888-6","Λιπάση των τριακυλογλυκερολών","Καταλυτική Συγκέντρωση","Χρονική στιγμή","Ούρα","Ποσοτική","","CHEM","","","",""
"10900-9","Ιός Ηπατίτιδας Β επιφανειακό Αντίσωμα","PrThr","Χρονική στιγμή","Ορός","Τακτική","IA","MICRO","","","Ab",""
"10912-4","Μόλυβδος","Συγκέντρωση μάζας","Χρονική στιγμή","Ορός/Πλάσμα","Ποσοτική","","DRUG/TOX","","","",""
"10918-1","Ψευδάργυρος","Συγκέντρωση μάζας","Χρονική στιγμή","ΧΧΧ","Ποσοτική","","DRUG/TOX","","","",""
"11011-4","Ιός Ηπατίτιδας C RNA","Αυθαίρετη συγκέντρωση","Χρονική στιγμή","Ορός/Πλάσμα","Ποσοτική","Ανιχνευτής με ενίσχυση στόχου","MICRO","","","",""
"11013-0","DNA διπλής έλικας Αντίσωμα","Τίτλος","Χρονική στιγμή","Ορός","Ποσοτική","","SERO","","","Ab",""
"11028-8","Ψευδάργυρος","Συγκέντρωση μάζας","Χρονική στιγμή","Σωματικό υγρό","Ποσοτική","","DRUG/TOX","","","",""
"11036-1","Αλδολάση","Καταλυτική Συγκέντρωση","Χρονική στιγμή","Ερυθρά αιμοσφαίρια","Ποσοτική","","CHEM","","","",""
"11039-5","C αντιδρώσα πρωτεΐνη","PrThr","Χρονική στιγμή","Ορός/Πλάσμα","Τακτική","","CHEM","","","CRP",""
"11053-6","Γαλακτική αφυδρογονάση","Καταλυτική Συγκέντρωση","Χρονική στιγμή","Ερυθρά αιμοσφαίρια","Ποσοτική","","CHEM","","","LDH",""
"11084-1","Ρεαγγίνη Αντίσωμα","Τίτλος","Χρονική στιγμή","Ορός","Ποσοτική","","MICRO","","","Ab",""
"11087-4","Ινσουλίνη Αντίσωμα","Τίτλος","Χρονική στιγμή","Ορός","Ποσοτική","","SERO","","","Ab",""
"11090-8","Eκχυλισμένo πυρηνικό Smith (Sm) Αντίσωμα","Αυθαίρετη συγκέντρωση","Χρονική στιγμή","Ορός","Ποσοτική","","SERO","","","Ab",""
"11132-8","Χολερυθρίνη","Συγκέντρωση μάζας","Χρονική στιγμή","Σωματικό υγρό","Ποσοτική","","CHEM","","","",""
"11153-4","Αιματοκρίτης","Κλάσμα όγκου","Χρονική στιγμή","Σωματικό υγρό","Ποσοτική","","HEM/BC","","","",""
"11207-8","α1-εμβρυϊκή πρωτεΐνη","Συγκέντρωση μάζας","Χρονική στιγμή","Σωματικό υγρό","Ποσοτική","","CHEM","","","",""
"11210-2","Καρκινικό αντιγόνο 125","Αυθαίρετη συγκέντρωση","Χρονική στιγμή","Σωματικό υγρό","Ποσοτική","","CHEM","","","CA 125",""
"11211-0","Διοξείδιο του άνθρακα","Συγκέντρωση ουσίας","Χρονική στιγμή","Σωματικό υγρό","Ποσοτική","","CHEM","","","CO2",""
"11214-4","Κρεατινίνη","Αυθαίρετη συγκέντρωση","Χρονική στιγμή","Ούρα","Τακτική","","CHEM","","","",""
"11253-2","Τακρόλιμους","Συγκέντρωση μάζας","Χρονική στιγμή","Αίμα","Ποσοτική","","DRUG/TOX","","","",""
"11259-9","Ιός Ηπατίτιδας C RNA","PrThr","Χρονική στιγμή","Ορός/Πλάσμα","Τακτική","Ανιχνευτής με ενίσχυση στόχου","MICRO","","","",""
"11261-5","Βακτήρια ταυτοποιημένο","Παρουσία ή ταυτοποίηση","Χρονική στιγμή","Κολπικό","Ονομαστική","Αερόβια καλλιέργεια","MICRO","","","",""
"11266-4","Στρεπτόκοκκος agalactiae (β-αιμολυτικός στρεπτόκοκκος ομάδας Β) Αντιγόνο","PrThr","Χρονική στιγμή","ΧΧΧ","Τακτική","","MICRO","","","Ag",""
"11268-0","Πυογόνος στρεπτόκοκκος (β-αιμολυτικός στρεπτόκοκκος ομάδας Α)","PrThr","Χρονική στιγμή","Λάρυγγας","Τακτική","Καλλιέργεια ταυτοποίησης συγκεκριμένου μικροοργανισμού","MICRO","","","",""
"11477-7","Μικροσκοπική παρατήρηση","Παρουσία ή ταυτοποίηση","Χρονική στιγμή","Πτύελα","Ονομαστική","Οξεάντοχη χρώση","MICRO","","","",""
"11478-5","Μικροσκοπική παρατήρηση","Παρουσία ή ταυτοποίηση","Χρονική στιγμή","Κόπρανα","Ονομαστική","Οξεάντοχη χρώση","MICRO","","","",""
"11479-3","Μικροσκοπική παρατήρηση","Παρουσία ή ταυτοποίηση","Χρονική στιγμή","Ιστός","Ονομαστική","Οξεάντοχη χρώση","MICRO","","","",""
"11480-1","Μικροσκοπική παρατήρηση","Παρουσία ή ταυτοποίηση","Χρονική στιγμή","Ούρα","Ονομαστική","Οξεάντοχη χρώση","MICRO","","","",""
"11483-5","Ιός ανεμευλογιάς-έρπητα ζωστήρα DNA","PrThr","Χρονική στιγμή","ΧΧΧ","Τακτική","Ανιχνευτής με ενίσχυση στόχου","MICRO","","","VZV",""
"11545-1","Μικροσκοπική παρατήρηση","Παρουσία ή ταυτοποίηση","Χρονική στιγμή","ΧΧΧ","Ονομαστική","Οξεάντοχη χρώση","MICRO","","","",""
"11554-3","Μαγνήσιο","Συγκέντρωση ουσίας","Χρονική στιγμή","Ορός/Πλάσμα","Ποσοτική","","CHEM","","","",""
"11563-4","DNA διπλής έλικας Αντίσωμα","Αυθαίρετη συγκέντρωση","Χρονική στιγμή","Ορός","Ποσοτική","","SERO","","","Ab",""
"11572-5","Ρευματοειδής παράγοντας","Αυθαίρετη συγκέντρωση","Χρονική στιγμή","Ορός/Πλάσμα","Ποσοτική","","SERO","","","RF",""
"11574-1","Θυρεοϋπεροξειδάση Αντίσωμα","Αυθαίρετη συγκέντρωση","Χρονική στιγμή","Ορός","Ποσοτική","","SERO","","","Ab",""
"11580-8","Θυρεοειδοτρόπος ορμόνη","Αυθαίρετη συγκέντρωση","Χρονική στιγμή","Ορός/Πλάσμα","Ποσοτική","Όριο ανίχνευσης <=0,001 mU/L","CHEM","","","TSH",""
"11610-3","Ετερόφιλα Αντίσωμα","Αυθαίρετη συγκέντρωση","Χρονική στιγμή","Ορός","Ποσοτική","","MICRO","","","Ab",""
"12181-4","Ασβέστιο","Συγκέντρωση ουσίας","Χρονική στιγμή","Σωματικό υγρό","Ποσοτική","","CHEM","","","Ca++",""
"12183-0","Χοληστερόλη","Συγκέντρωση μάζας","Χρονική στιγμή","Σωματικό υγρό","Ποσοτική","","CHEM","","","",""
"12184-8","Χοριακή γοναδοτροπίνη","PrThr","Χρονική στιγμή","Σωματικό υγρό","Τακτική","","CHEM","","","",""
"12190-5","Κρεατινίνη","Συγκέντρωση μάζας","Χρονική στιγμή","Σωματικό υγρό","Ποσοτική","","CHEM","","","",""
"12191-3","Κρεατινίνη","Συγκέντρωση μάζας","Χρονική στιγμή","Περιτοναϊκό υγρό","Ποσοτική","","CHEM","","","",""
"12228-3","Τριγλυκερίδια","Συγκέντρωση μάζας","Χρονική στιγμή","Σωματικό υγρό","Ποσοτική","","CHEM","","","",""
"12242-4","Φώσφορος","Συγκέντρωση μάζας","Χρονική στιγμή","Σωματικό υγρό","Ποσοτική","","CHEM","","","",""
"12265-5","Άζωτο ουρίας","Συγκέντρωση μάζας","Χρονική στιγμή","Περιτοναϊκό υγρό","Ποσοτική","","CHEM","","","",""
"12271-3","Ιός ανεμευλογιάς-έρπητα ζωστήρα Αντίσωμα","PrThr","Χρονική στιγμή","Ορός","Τακτική","Μέθοδος συγκόλλησης ανοσοσφαιριδίων latex","MICRO","","","Ab VZV",""
"12281-2","Βακτήρια ταυτοποιημένο","Παρουσία ή ταυτοποίηση","Χρονική στιγμή","Τράχηλος της μήτρας","Ονομαστική","Αναερόβια καλλιέργεια","MICRO","","","",""
"12310-9","Φαινυντοΐνη","PrThr","Χρονική στιγμή","Ούρα","Τακτική","","DRUG/TOX","","","",""
"12363-8","Καρβαμαζεπίνη","PrThr","Χρονική στιγμή","Ούρα","Τακτική","","DRUG/TOX","","","",""
"12470-1","Ομοκυστεΐνη","Συγκέντρωση μάζας","Χρονική στιγμή","Ούρα","Ποσοτική","","CHEM","","","",""
"12480-0","Μετατρεπτικό ένζυμο αγγειοτενσίνης","Καταλυτική Συγκέντρωση","Χρονική στιγμή","ΕΝΥ","Ποσοτική","","CHEM","","","ΜΕΑ",""
"12501-3","Φαινοβαρβιτάλη","PrThr","Χρονική στιγμή","Κόπρανα","Τακτική","","DRUG/TOX","","","",""
"12515-3","Καρκινοεμβρυϊκό Αντιγόνο","Συγκέντρωση μάζας","Χρονική στιγμή","Σωματικό υγρό","Ποσοτική","","CHEM","","","Ag",""
"12531-0","Χοληστερόλη","Συγκέντρωση μάζας","Χρονική στιγμή","Σωματικό υγρό","Ποσοτική","","CHEM","","","",""
"12571-6","Κρεατινίνη","Συγκέντρωση μάζας","Χρονική στιγμή","Σωματικό υγρό","Ποσοτική","","CHEM","","","",""
"12595-5","Οιστραδιόλη","Συγκέντρωση μάζας","Χρονική στιγμή","Ούρα","Ποσοτική","","CHEM","","","",""
"12820-7","Προγεστερόνη","Συγκέντρωση μάζας","24 ώρες","Ούρα","Ποσοτική","","CHEM","","","",""
"12907-2","Νάτριο","Συγκέντρωση ουσίας","Χρονική στιγμή","Ερυθρά αιμοσφαίρια","Ποσοτική","","CHEM","","","",""
"12950-2","Τριγλυκερίδια","Συγκέντρωση μάζας","Χρονική στιγμή","Σωματικό υγρό","Ποσοτική","","CHEM","","","",""
"12961-9","Άζωτο ουρίας","Συγκέντρωση μάζας","Χρονική στιγμή","Αρτηριακό αίμα","Ποσοτική","","CHEM","","","",""
"12962-7","Άζωτο ουρίας","Συγκέντρωση μάζας","Χρονική στιγμή","Φλεβικό αίμα","Ποσοτική","","CHEM","","","",""
"12967-6","Άζωτο ουρίας","Συγκέντρωση μάζας","24 ώρες","Ούρα","Ποσοτική","","CHEM","","","",""
"12980-9","Ουρικό οξύ","Συγκέντρωση μάζας","Χρονική στιγμή","Σωματικό υγρό","Ποσοτική","","CHEM","","","",""
"13037-7","Πεπτίδιο C^μετά από νηστεία","Συγκέντρωση μάζας","Χρονική στιγμή","Ορός/Πλάσμα","Ποσοτική","","CHAL","","","",""
"13056-7","Αιμοπετάλια","Αριθμητική συγκέντρωση","Χρονική στιγμή","Πλάσμα","Ποσοτική","Αυτόματη μέτρηση","HEM/BC","","","",""
"1314-4","Έλεγχος Rh ανοσοσφαιρίνης","Εντύπωση/ερμηνεία μελέτης","Χρονική στιγμή","Αίμα","Ονομαστική","","BLDBK","","","",""
"13191-2","Ρευματοειδής παράγοντας","Αυθαίρετη συγκέντρωση","Χρονική στιγμή","Ορός/Πλάσμα","Ποσοτική","","SERO","","","RF",""
"13251-4","Ιός απλού έρπητα τύπου 1 IgM ανοσοσφαιρίνη","Αυθαίρετη συγκέντρωση","Χρονική στιγμή","ΕΝΥ","Ποσοτική","","MICRO","","","Ab IgM",""
"13252-2","Ιός απλού έρπητα τύπου 2 IgM ανοσοσφαιρίνη","Αυθαίρετη συγκέντρωση","Χρονική στιγμή","ΕΝΥ","Ποσοτική","","MICRO","","","Ab IgM",""
"13266-2","Ιός παρωτίτιδας IgG ανοσοσφαιρίνη","Αυθαίρετη συγκέντρωση","Χρονική στιγμή","ΕΝΥ","Ποσοτική","","MICRO","","","Ab IgG",""
"13267-0","Ιός παρωτίτιδας IgM ανοσοσφαιρίνη","Αυθαίρετη συγκέντρωση","Χρονική στιγμή","ΕΝΥ","Ποσοτική","","MICRO","","","Ab IgM",""
"13281-1","Ιός ερυθράς IgG ανοσοσφαιρίνη","Αυθαίρετη συγκέντρωση","Χρονική στιγμή","ΕΝΥ","Ποσοτική","","MICRO","","","Ab IgG",""
"13282-9","Ιός ερυθράς IgM ανοσοσφαιρίνη","Αυθαίρετη συγκέντρωση","Χρονική στιγμή","ΕΝΥ","Ποσοτική","","MICRO","","","Ab IgM",""
"13283-7","Ιός ιλαράς IgM ανοσοσφαιρίνη","Αυθαίρετη συγκέντρωση","Χρονική στιγμή","ΕΝΥ","Ποσοτική","","MICRO","","","Ab IgM",""
"13312-4","IgA IgG ανοσοσφαιρίνη","Αυθαίρετη συγκέντρωση","Χρονική στιγμή","Ορός/Πλάσμα","Ποσοτική","","CHEM","","","Ab IgG",""
"13313-2","IgM IgM ανοσοσφαιρίνη","Αυθαίρετη συγκέντρωση","Χρονική στιγμή","Ορός/Πλάσμα","Ποσοτική","","CHEM","","","Ab IgM",""
"13315-7","Βακτήρια ταυτοποιημένο","Παρουσία ή ταυτοποίηση","24 ώρες","Ούρα","Ονομαστική","Καλλιέργεια","MICRO","","","",""
"13317-3","Χρυσίζων σταφυλόκοκκος ανθεκτικός στη μεθικιλλίνη απομονώθηκε","PrThr","Χρονική στιγμή","ΧΧΧ","Τακτική","Καλλιέργεια ταυτοποίησης συγκεκριμένου μικροοργανισμού","MICRO","","","MRSA",""
"13537-6","Πρωτεΐνη","Συγκέντρωση μάζας","Χρονική στιγμή","Πλάσμα","Ποσοτική","","CHEM","","","",""
"13538-4","Διοξείδιο του άνθρακα","Συγκέντρωση ουσίας","Χρονική στιγμή","Ούρα","Ποσοτική","","CHEM","","","CO2",""
"13539-2","Φώσφορος","Συγκέντρωση ουσίας","Χρονική στιγμή","Ούρα","Ποσοτική","","CHEM","","","",""
"13540-0","Διοξείδιο του άνθρακα","Συγκέντρωση ουσίας","Χρονική στιγμή","ΕΝΥ","Ποσοτική","","CHEM","","","CO2",""
"13541-8","Διοξείδιο του άνθρακα","Συγκέντρωση ουσίας","Χρονική στιγμή","Σωματικό υγρό","Ποσοτική","","CHEM","","","CO2",""
"13542-6","Φώσφορος","Συγκέντρωση μάζας","Χρονική στιγμή","ΕΝΥ","Ποσοτική","","CHEM","","","",""
"13543-4","Φώσφορος","Συγκέντρωση μάζας","Χρονική στιγμή","Σωματικό υγρό","Ποσοτική","","CHEM","","","",""
"13561-6","Γενταμυκίνη","Συγκέντρωση μάζας","Χρονική στιγμή","ΕΝΥ","Ποσοτική","","DRUG/TOX","","","",""
"13562-4","Γενταμυκίνη","Συγκέντρωση μάζας","Χρονική στιγμή","Σωματικό υγρό","Ποσοτική","","DRUG/TOX","","","",""
"13586-3","Βανκομυκίνη","Συγκέντρωση μάζας","Χρονική στιγμή","ΕΝΥ","Ποσοτική","","DRUG/TOX","","","",""
"13587-1","Βανκομυκίνη","Συγκέντρωση μάζας","Χρονική στιγμή","Σωματικό υγρό","Ποσοτική","","DRUG/TOX","","","",""
"13634-1","Ρευματοειδής παράγοντας","Αυθαίρετη συγκέντρωση","Χρονική στιγμή","Αρθρικό υγρό","Ποσοτική","","SERO","","","RF",""
"13655-6","Λευκοκύτταρα","PrThr","Χρονική στιγμή","Κόπρανα","Τακτική","Οπτικό μικροσκόπιο","HEM/BC","","","",""
"13896-6","Ινσουλινόμορφος αυξητικός παράγοντας 1","Αυθαίρετη συγκέντρωση","Χρονική στιγμή","Αίμα","Ποσοτική","","CHEM","","","IGF-1",""
"13899-0","Τριγλυκερίδια","Συγκέντρωση μάζας","Χρονική στιγμή","Σωματικό υγρό","Ποσοτική","","CHEM","","","",""
"13902-2","Ουρικό οξύ","Συγκέντρωση μάζας","Χρονική στιγμή","ΕΝΥ","Ποσοτική","","CHEM","","","",""
"13919-6","Ιός Ηπατίτιδας Β πυρηνικό IgG ανοσοσφαιρίνη","Αυθαίρετη συγκέντρωση","Χρονική στιγμή","Ορός","Ποσοτική","IA","MICRO","","","Ab IgG",""
"13921-2","Ιός παρωτίτιδας","PrThr","Χρονική στιγμή","ΧΧΧ","Τακτική","Καλλιέργεια ταυτοποίησης συγκεκριμένου μικροοργανισμού","MICRO","","","",""
"13950-1","Ιός Ηπατίτιδας Α IgM ανοσοσφαιρίνη","PrThr","Χρονική στιγμή","Ορός/Πλάσμα","Τακτική","IA","MICRO","","","Ab HAV IgM",""
