"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"10760-7","철.현미경적 관찰","존재","검사시점","조직","명칭결과","고모리 염색","","","","",""
"10778-9","현미경적 관찰","존재","검사시점","조직","명칭결과","부티레이트에스테라제 염색","","","","",""
"10779-7","현미경적 관찰","존재","검사시점","조직","명칭결과","카르민 염색","","","","",""
"10780-5","현미경적 관찰","존재","검사시점","조직","명칭결과","클로아세테이트 에스트라제 염색","","","","",""
"10781-3","현미경적 관찰","존재","검사시점","조직","명칭결과","특수염색","","","","",""
"10782-1","현미경적 관찰","존재","검사시점","조직","명칭결과","콩고레드 염색","","","","",""
"10798-7","현미경적 관찰","존재","검사시점","조직","명칭결과","오일 레드 오 염색","","","","",""
"10799-5","현미경적 관찰","존재","검사시점","조직","명칭결과","특수염색","","","","",""
"10800-1","현미경적 관찰","존재","검사시점","조직","명칭결과","디아스타아제로 처리 후 페리오딕 산-쉐프 염색","","","","",""
"1080-1","Js^a 항체","임의농도","검사시점","혈청/혈장^공혈자","순위척도","","","","","",""
"10823-3","Mucopolysaccharides.microscopic observation","존재","검사시점","조직","명칭결과","헤일 콜로이드 산화 제2철 염색","","","","",""
"10824-1","말이집+말이집 고장 생성물.현미경적 관찰","존재","검사시점","조직","명칭결과","루솔 페스트 블루/과요오드산쉬프 염색","","","","",""
"10825-8","말이집+신경 세포.현미경적 관찰","존재","검사시점","조직","명칭결과","루솔 페스트 블루/클레졸 바이올렛 염색","","","","",""
"10826-6","니셀.현미경적 관찰","존재","검사시점","조직","명칭결과","크레졸엑티바이올렛 염색","","","","",""
"1082-7","Js^a 항원","임의농도","검사시점","적혈구^혈액제제단위","순위척도","","","","","",""
"10827-4","레티쿨린.현미경적 관찰","존재","검사시점","조직","명칭결과","고모리 염색","","","","",""
"10844-9","사람 조직적합 복합체 유도 항원-DQ3","임의농도","검사시점","전혈","순위척도","","","","","",""
"10845-6","사람 조직적합 복합체 유도 항원-DQ4","임의농도","검사시점","전혈","순위척도","","","","","",""
"10846-4","보렐리아 부르그도르페리균 디옥시리보핵산","임의농도","검사시점","전혈","순위척도","DNA 탐색자.증폭","","","","",""
"10847-2","보렐리아 부르그도르페리균 디옥시리보핵산","임의농도","검사시점","체액","순위척도","DNA 탐색자.증폭","","","","",""
"10848-0","클라미디아종 항체.면역글로불린 G","역가","검사시점","혈청","정량","면역형광","","","","",""
"10849-8","클라미디아종 항체.면역글로불린 M","역가","검사시점","혈청","정량","면역형광","","","","",""
"10874-6","봄베신","질량농도","검사시점","혈장","정량","","","","","",""
"10875-3","카르니틴 에스테르","질량농도","검사시점","뇨","정량","","","","","",""
"1087-6","Js^b 항체","임의농도","검사시점","혈청/혈장","순위척도","","","","","",""
"10876-1","카르니틴 에스테르","질량농도","검사시점","혈청/혈장","정량","","","","","",""
"10897-7","동부 말 뇌염 바이러스 항체 .면역글로불린 G","역가","검사시점","뇌척수액","정량","면역형광","","","","",""
"10898-5","동부 말 뇌염 바이러스 항체 .면역글로불린 M","역가","검사시점","혈청","정량","면역형광","","","","",""
"10899-3","동부 말 뇌염 바이러스 항체 .면역글로불린 M","역가","검사시점","뇌척수액","정량","면역형광","","","","",""
"10-9","Amdinocillin","감수성","검사시점","분리주+혈청","순위척도","혈청 살균 역가","","","","",""
"1090-0","Js^b 항원","임의농도","검사시점","적혈구","순위척도","","","","","",""
"10900-9","B형 간염 바이러스 표면 항체","임의농도","검사시점","혈청","순위척도","효소면역측정법","","","","",""
"10901-7","사람 면역결핍 바이러스 2 gp125 항체","임의농도","검사시점","혈청","순위척도","면역 탁본법","","","","",""
"1093-4","k 항체","임의농도","검사시점","혈청/혈장","순위척도","","","","","",""
"10940-5","끓인우유 항체.면역글로불린 E","임의농도","검사시점","혈청","정량","","","","","",""
"1094-2","k 항원","임의농도","검사시점","적혈구^혈액제제단위","순위척도","","","","","",""
"10975-1","6-모노아세틸모르핀","질량농도","검사시점","뇨","정량","","","","","",""
"10976-9","6-모노아세틸모르핀","임의농도","검사시점","뇨","순위척도","","","","","",""
"10977-7","알프라졸람","질량농도","검사시점","전혈","정량","","","","","",""
"10978-5","이미트립틸린+노르트리프틸린","질량농도","검사시점","뇨","정량","","","","","",""
"10979-3","카리소프로돌","질량농도","검사시점","뇨","정량","","","","","",""
"10980-1","세파피린","질량농도","검사시점","혈청/혈장","정량","","","","","",""
"10981-9","클로니딘","질량농도","검사시점","뇨","정량","","","","","",""
"10982-7","데메클로시클린","질량농도","검사시점","혈청/혈장","정량","","","","","",""
"11005-6","트리메토프림","질량농도","검사시점","혈청/혈장","정량","","","","","",""
"11006-4","보렐리아 부르그도르페리균 항체","임의농도","검사시점","혈청","순위척도","","","","","",""
"1100-7","Kp^a 항원","임의농도","검사시점","적혈구^혈액제제단위","순위척도","","","","","",""
"11007-2","보렐리아 부르그도르페리균 항원","임의농도","검사시점","뇨","정량","","","","","",""
"11024-7","벤조디아제핀","질량농도","검사시점","혈청/혈장","정량","","","","","",""
"11025-4","메타돈","질량농도","검사시점","태변","정량","","","","","",""
"11026-2","메타콸론","질량농도","검사시점","태변","정량","","","","","",""
"11027-0","프로폭시펜","질량농도","검사시점","태변","정량","","","","","",""
"11028-8","아연","질량농도","검사시점","체액","정량","","","","","",""
"11051-0","람다면역글로불린 경쇄","질량농도","검사시점","혈청","정량","","","","","",""
"11052-8","케타민","질량농도","검사시점","뇨","정량","","","","","",""
"11053-6","젖산 탈수소효소","촉매농도","검사시점","적혈구","정량","","","","","",""
"11054-4","저밀도지질단백콜레스테롤/고밀도지질단백콜레스테롤","질량농도비","검사시점","혈청/혈장","정량","","","","","",""
"11074-2","Norfentanyl","질량농도","검사시점","혈청/혈장","정량","","","","","",""
"11075-9","Norfentanyl","질량농도","검사시점","뇨","정량","","","","","",""
"11076-7","C형 간염 바이러스 5-1-1 항체","임의농도","검사시점","혈청","순위척도","면역 탁본법","","","","",""
"11077-5","C형 간염 바이러스 과산소디스뮤타아제 항체","임의농도","검사시점","혈청","순위척도","면역 탁본법","","","","",""
"11096-5","감마 클로르데인","질량농도","검사시점","혈청/혈장","정량","","","","","",""
"11097-3","린데인","질량농도","검사시점","혈청/혈장","정량","","","","","",""
"11098-1","Malaoxon","질량농도","검사시점","혈청/혈장","정량","","","","","",""
"11099-9","Methoxychlor","질량농도","검사시점","혈청/혈장","정량","","","","","",""
"11115-3","호중구/100 세포","숫자분획","검사시점","골수","정량","현미경","","","","",""
"11116-1","정염색성적혈모구/100 세포","숫자분획","검사시점","골수","정량","현미경","","","","",""
"11117-9","미성숙 형질 세포/100 세포","숫자분획","검사시점","골수","정량","현미경","","","","",""
"11118-7","형질 세포/100 세포","숫자분획","검사시점","골수","정량","현미경","","","","",""
"11119-5","다염적혈모구/100 세포","숫자분획","검사시점","골수","정량","현미경","","","","",""
"1114-8","Le^a 항원","임의농도","검사시점","적혈구^공혈자","순위척도","","","","","",""
"11148-4","칼륨/크레아티닌","질량농도비","검사시점","뇨","정량","","","","","",""
"11149-2","나트륨/크레아티닌","질량농도비","검사시점","뇨","정량","","","","","",""
"111-5","세포테탄","감수성","검사시점","분리주","정량","억제치사농도","","","","",""
"11150-0","모세포/100 세포","숫자분획","검사시점","골수","정량","","","","","",""
"1121-3","Le^b 항원","임의농도","검사시점","적혈구","순위척도","","","","","",""
"11213-6","부신겉질자극호르몬 분비 호르몬","질량농도","검사시점","혈청/혈장","정량","","","","","",""
"11214-4","크레아티닌","임의농도","검사시점","뇨","순위척도","","","","","",""
"11215-1","델타 아미노레불린산","질량농도","검사시점","뇨","정량","","","","","",""
"11242-5","머캡토퓨린","질량농도","검사시점","혈청/혈장","정량","","","","","",""
"11243-3","메타돈","질량구성","검사시점","모발","정량","","","","","",""
"11244-1","유리모르핀","질량농도","검사시점","혈청/혈장","정량","","","","","",""
"11246-6","옥시코돈","질량농도","검사시점","뇨","정량","","","","","",""
"1124-7","Le^x 항체","임의농도","검사시점","혈청/혈장","순위척도","","","","","",""
"11268-0","고름 사슬알균","임의농도","검사시점","인후","순위척도","균 특이 배양","","","","",""
"11269-8","고름 사슬알균 항원","임의농도","검사시점","혈청","순위척도","응집","","","","",""
"1127-0","달리 분류되지 않은 Le 항체","임의농도","검사시점","혈청/혈장^혈액제제단위","순위척도","","","","","",""
"11270-6","바이러스 포함 소체","존재","검사시점","XXX","명칭결과","세포 염색","","","","",""
"1139-5","Lu^a^b 항체","임의농도","검사시점","혈청/혈장^혈액제제단위","순위척도","","","","","",""
"1140-3","Lu^a^b 항체","임의농도","검사시점","혈청/혈장^공혈자","순위척도","","","","","",""
"1141-1","Lu^a^b 항체","임의농도","검사시점","혈청/혈장","순위척도","","","","","",""
"1142-9","Lu^b 항체","임의농도","검사시점","혈청/혈장^혈액제제단위","순위척도","","","","","",""
"1143-7","Lu^b 항체","임의농도","검사시점","혈청/혈장^공혈자","순위척도","","","","","",""
"1144-5","Lu^b 항체","임의농도","검사시점","혈청/혈장","순위척도","","","","","",""
"11484-3","바이러스 동정","존재","검사시점","양수","명칭결과","배양","","","","",""
"1148-6","달리 분류되지 않은 Lu 항체","임의농도","검사시점","혈청/혈장^혈액제제단위","순위척도","","","","","",""
"114-9","세포테탄","감수성","검사시점","분리주+혈청","순위척도","혈청 살균 역가","","","","",""
"1149-4","달리 분류되지 않은 Lu 항체","임의농도","검사시점","혈청/혈장^공혈자","순위척도","","","","","",""
"1150-2","달리 분류되지 않은 Lu 항체","임의농도","검사시점","혈청/혈장","순위척도","","","","","",""
"11565-9","Jo-1 추출성 핵 항체","임의농도","검사시점","혈청","정량","","","","","",""
"11566-7","간 콩팥 미세소체 항체","임의농도","검사시점","혈청","정량","","","","","",""
"11568-3","포스파티딜세린 항체.면역글로불린 G","임의농도","검사시점","혈청","순위척도","","","","","",""
"1156-9","c 항체","임의농도","검사시점","혈청/혈장","순위척도","","","","","",""
"11569-1","포스파티딜세린 항체.면역글로불린 M","임의농도","검사시점","혈청","순위척도","","","","","",""
"1158-5","c 항원","임의농도","검사시점","적혈구^공혈자","순위척도","","","","","",""
"11585-7","보르데텔라 백일해 항체","임의농도","검사시점","혈청","정량","","","","","",""
"11586-5","브루셀라 아보르투스균 항체","임의농도","검사시점","혈청","정량","","","","","",""
"11587-3","브루셀라 카니스 항체","임의농도","검사시점","혈청","정량","","","","","",""
"11588-1","브루셀라 멜리텐시스 항체","임의농도","검사시점","혈청","정량","","","","","",""
"11589-9","브루셀라 수이스균 항체","임의농도","검사시점","혈청","정량","","","","","",""
"11590-7","콕사키바이러스 A10 항체","임의농도","검사시점","혈청","정량","","","","","",""
"11607-9","주닌 바이러스 항체","임의농도","검사시점","혈청","정량","","","","","",""
"11608-7","일본 뇌염 바이러스 항체","임의농도","검사시점","혈청","정량","","","","","",""
"11609-5","사람 t-세포 림프친화성 바이러스-1 항체","임의농도","검사시점","혈청","정량","","","","","",""
"11610-3","이종친화 항체","임의농도","검사시점","혈청","정량","","","","","",""
"1189-0","i 달리 분류되지 않은 항원","임의농도","검사시점","적혈구","순위척도","","","","","",""
"1190-8","k 항체","임의농도","검사시점","혈청/혈장^혈액제제단위","순위척도","","","","","",""
"1191-6","k 항체","임의농도","검사시점","혈청/혈장^공혈자","순위척도","","","","","",""
"1192-4","k 항체","임의농도","검사시점","혈청/혈장","순위척도","","","","","",""
"1193-2","k 항원","임의농도","검사시점","적혈구^혈액제제단위","순위척도","","","","","",""
"1194-0","k 항원","임의농도","검사시점","적혈구^공혈자","순위척도","","","","","",""
"1209-6","s 항체","임의농도","검사시점","혈청/혈장^공혈자","순위척도","","","","","",""
"1210-4","s 항체","임의농도","검사시점","혈청/혈장","순위척도","","","","","",""
"1211-2","s 항원","임의농도","검사시점","적혈구^혈액제제단위","순위척도","","","","","",""
"12189-7","크레아틴 키나아제.MB/총크레아틴키나아제","촉매분획","검사시점","혈청/혈장","정량","계산된","","","","",""
"12190-5","크레아티닌","질량농도","검사시점","체액","정량","","","","","",""
"12191-3","크레아티닌","질량농도","검사시점","복막액","정량","","","","","",""
"12192-1","크레아티닌^복막 투석 후 2시간","질량농도","검사시점","복막액","정량","","","","","",""
"12193-9","크레아티닌^복막 투석 후 4시간","질량농도","검사시점","복막액","정량","","","","","",""
"12205-1","한랭글로불린","임의농도","검사시점","혈청","순위척도","5일 저온 배양","","","","",""
"12206-9","한랭글로불린","임의농도","검사시점","혈청","순위척도","6일 저온 배양","","","","",""
"12207-7","한랭글로불린","임의농도","검사시점","혈청","순위척도","1주 저온 배양","","","","",""
"12208-5","호산구/100 백혈구","숫자분획","검사시점","뇌척수액","정량","수기계수","","","","",""
"12209-3","호산구/100 백혈구","숫자분획","검사시점","체액","정량","수기계수","","","","",""
"12230-9","큰포식세포/100 백혈구","숫자분획","검사시점","체액","정량","수기계수","","","","",""
"12231-7","프로락틴^기저검사","질량농도","검사시점","혈청/혈장","정량","","","","","",""
"12232-5","홍역 바이러스 항원","임의농도","검사시점","XXX","순위척도","면역형광","","","","",""
"12250-7","그물적혈구/1000 적혈구^^표준 적혈구용적률","숫자분획","검사시점","적혈구","정량","","","","","",""
"12251-5","풍진 바이러스 항원","임의농도","검사시점","XXX","순위척도","면역형광","","","","",""
"1225-2","Mg 항원","임의농도","검사시점","적혈구","순위척도","","","","","",""
"12253-1","성장호르몬^기저검사","질량농도","검사시점","혈청/혈장","정량","","","","","",""
"12258-0","평편 세포","임의농도","검사시점","뇨침사","순위척도","편광현미경.고배율","","","","",""
"12259-8","고름 사슬알균 효소 항체","임의농도","검사시점","혈청","순위척도","양 적혈구 응집","","","","",""
"12271-3","수두 대상포진 바이러스 항체","임의농도","검사시점","혈청","순위척도","라텍스 응집","","","","",""
"12272-1","바이러스 동정","존재","검사시점","XXX","명칭결과","면역형광","","","","",""
"12274-7","크실로오스","질량율","5시간","뇨","정량","","","","","",""
"12275-4","효모","임의농도","검사시점","생식기","순위척도","젖은 표본","","","","",""
"12288-7","이뇨제","존재","검사시점","뇨","명칭결과","","","","","",""
"12289-5","약물 확인","존재","검사시점","유리체액","명칭결과","선별","","","","",""
"12290-3","프로사이클리딘","임의농도","검사시점","뇨","순위척도","","","","","",""
"12291-1","메펜테르민","임의농도","검사시점","뇨","순위척도","","","","","",""
"12292-9","디메틸트립타민","임의농도","검사시점","뇨","순위척도","","","","","",""
"12293-7","코티닌","임의농도","검사시점","뇨","순위척도","","","","","",""
"1229-4","M 항원","임의농도","검사시점","적혈구^혈액제제단위","순위척도","","","","","",""
"12294-5","니코틴","임의농도","검사시점","뇨","순위척도","","","","","",""
"12295-2","환각제","존재","검사시점","뇨","명칭결과","","","","","",""
"12296-0","메스칼린","임의농도","검사시점","뇨","순위척도","","","","","",""
"12297-8","염소산염","임의농도","검사시점","전혈","순위척도","","","","","",""
"12312-5","시클로프로판","질량농도","검사시점","전혈","정량","","","","","",""
"12313-3","아프로바르비탈","임의농도","검사시점","뇨","순위척도","","","","","",""
"12314-1","클로라제페이트","임의농도","검사시점","뇨","순위척도","","","","","",""
"12315-8","Mephobarbital","임의농도","검사시점","뇨","순위척도","","","","","",""
"12317-4","페놀프탈레인","임의농도","검사시점","뇨","순위척도","","","","","",""
"12318-2","스피로놀락톤","임의농도","검사시점","뇨","순위척도","","","","","",""
"12334-9","파라 아미노페놀","질량농도","검사시점","뇨","정량","","","","","",""
"12335-6","할로탄","임의농도","검사시점","전혈","순위척도","","","","","",""
"1233-6","Mi^a 항원","임의농도","검사시점","적혈구^공혈자","순위척도","","","","","",""
"12336-4","하이드랄라진","임의농도","검사시점","혈청/혈장","순위척도","","","","","",""
"12337-2","디메틸설폭사이드","임의농도","검사시점","혈청/혈장","순위척도","","","","","",""
"1212-0","s 항원","임의농도","검사시점","적혈구^공혈자","순위척도","","","","","",""
"1213-8","s 항원","임의농도","검사시점","적혈구","순위척도","","","","","",""
"121-4","세프포독심","감수성","검사시점","분리주","정량 or 순위척도","우무확산","","","","",""
"1214-6","LW 항체","임의농도","검사시점","혈청/혈장^혈액제제단위","순위척도","","","","","",""
"1215-3","LW 항체","임의농도","검사시점","혈청/혈장^공혈자","순위척도","","","","","",""
"1216-1","LW 항체","임의농도","검사시점","혈청/혈장","순위척도","","","","","",""
"12172-3","5-하이드록시인돌아세테이트","임의농도","24시간","뇨","순위척도","","","","","",""
"12350-5","암페타민","임의농도","검사시점","대변","순위척도","","","","","",""
"1235-1","Mi^a 항체","임의농도","검사시점","혈청/혈장^혈액제제단위","순위척도","","","","","",""
"12351-3","사수소화카나비놀","임의농도","검사시점","대변","순위척도","","","","","",""
"12352-1","벤조일에크고닌","임의농도","검사시점","대변","순위척도","","","","","",""
"12353-9","메타콸론","임의농도","검사시점","대변","순위척도","","","","","",""
"12194-7","크레아티닌^복막 투석 후 12시간","질량농도","검사시점","복막액","정량","","","","","",""
"1219-5","LW 항원","임의농도","검사시점","적혈구","순위척도","","","","","",""
"12195-4","크레아티닌 콩팥 제거율/1.73 sq M","부피율","24시간","뇨+혈청/혈장","정량","","","","","",""
"12196-2","한랭섬유소원","임의농도","검사시점","혈장","순위척도","4시간 저온 배양","","","","",""
"1236-9","Mi^a 항체","임의농도","검사시점","혈청/혈장^공혈자","순위척도","","","","","",""
"12369-5","교감신경성약","존재","검사시점","뇨","명칭결과","","","","","",""
"12370-3","티오펜탈","질량농도","검사시점","뇨","정량","","","","","",""
"12371-1","이소프로필 에테르","질량농도","검사시점","전혈","정량","","","","","",""
"12372-9","Dimethylacetamide","질량농도","검사시점","뇨","정량","","","","","",""
"1151-0","달리 분류되지 않은 Lu 항원","임의농도","검사시점","적혈구^혈액제제단위","순위척도","","","","","",""
"1152-8","달리 분류되지 않은 Lu 항원","임의농도","검사시점","적혈구^공혈자","순위척도","","","","","",""
"1153-6","달리 분류되지 않은 Lu 항원","임의농도","검사시점","적혈구","순위척도","","","","","",""
"1154-4","c 항체","임의농도","검사시점","혈청/혈장^혈액제제단위","순위척도","","","","","",""
"12210-1","호산구/100 백혈구","숫자분획","검사시점","뇨침사","정량","수기계수","","","","",""
"1221-1","Mg 항체","임의농도","검사시점","혈청/혈장^공혈자","순위척도","","","","","",""
"12211-9","상피 세포","임의농도","검사시점","질","순위척도","젖은 표본","","","","",""
"12212-7","엡스타인 바 바이러스 핵 항체.면역글로불린 G","역가","검사시점","혈청","정량","면역형광","","","","",""
"12213-5","에스트라디올","질량농도","검사시점","혈청","정량","방사선면역측정법","","","","",""
