"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"13710-9","Aspargin/Creatinin","Massenverhältnis","Zeitpunkt","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Aspargin/Creatinin [Massenverhältnis] in Urin","",""
"13732-3","Dodecanedioat/Creatinin","Massenverhältnis","Zeitpunkt","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Dodecanedioat/Creatinin [Massenverhältnis] in Urin","",""
"13739-8","Estron/Creatinin","Massenverhältnis","24 Stunden","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Estron (E1)/Creatinin [Massenverhältnis] in 24-Stunden-Urin","",""
"13755-4","Histamin/Creatinin","Massenverhältnis","Zeitpunkt","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Histamin/Creatinin [Massenverhältnis] in Urin","",""
"1376-3","Calcitonin^5 Minuten nach 0,5 µg/kg Pentagastrin intravenös","Massenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Funktionstest","","Calcitonin [Masse/Volumen] in Serum oder Plasma --5 Minuten nach 0,5 µg/kg Pentagastrin intravenös","",""
"13766-1","Isovalerylglycin/Creatinin","Massenverhältnis","Zeitpunkt","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Isovalerylglycin/Creatinin [Massenverhältnis] in Urin","",""
"13789-3","Phosphoethanolamin/Creatinin","Massenverhältnis","Zeitpunkt","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Phosphoethanolamin/Creatinin [Massenverhältnis] in Urin","",""
"21008-8","HIV-1 RNA","Anzahl pro Volumen","Zeitpunkt","Serum oder Plasma","Quantitativ","Sonde","Mikrobiologie","","HIV-1-RNA [#/Volumen] (Viruslast) in Serum oder Plasma mit Sonde","",""
"13801-6","Protein/Creatinin","Massenverhältnis","24 Stunden","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Protein/Creatinin [Massenverhältnis] in 24-Stunden-Urin","Eiweiß; Gesamteiweiß; Gesamt-Eiweiß",""
"13903-0","Vasopressin","Massenkonzentration","Zeitpunkt","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Vasopressin [Masse/Volumen] in Urin","ADH; Antidiuretisches Hormon",""
"13911-3","HLA-B27-bezogenes Ag","Nachweis oder Schwellenwert","Zeitpunkt","Blut oder Gewebe","Ordinal","","HLA-Antigene","","HLA-B27-bezogenes Antigen [Nachweis]","",""
"13915-4","Adenovirus Ak.IgM","Titer","Zeitpunkt","Serum","Quantitativ","","Mikrobiologie","","Adenovirus-IgM-Antikörper [Titer] in Serum","",""
"13926-1","Glutamat-Decarboxylase 65 Ak","Arbiträre Konzentration","Zeitpunkt","Serum","Quantitativ","","Serologie","","Glutamat-Decarboxylase 65-Antikörper [Einheiten/Volumen] in Serum","",""
"12482-6","Ascorbat","Massenkonzentration","Zeitpunkt","Leukozyten","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Ascorbat [Masse/Volumen] in Leukozyten","WBC",""
"12497-4","Butalbital","Nachweis oder Schwellenwert","Zeitpunkt","Stuhl","Ordinal","","Wirkstoffspiegelbestimmung/Toxikologie","","Butalbital [Nachweis] in Stuhl","",""
"12559-1","Cortisol^4. Probenmaterial nach XXX Stimulation","Massenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Funktionstest","","Cortisol [Masse/Volumen] in Serum oder Plasma --4. Probenmaterial nach XXX Stimulation","Kortisol",""
"12566-6","Cortisol^30 Minuten nach XXX Stimulation","Massenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Funktionstest","","Cortisol [Masse/Volumen] in Serum oder Plasma --30 Minuten nach XXX Stimulation","Kortisol",""
"12582-3","Creatinin^7. Probenmaterial","Massenkonzentration","Zeitpunkt","Peritonealdialysat","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Creatinin [Masse/Volumen] in Peritonealdialysat --7. Probenmaterial","",""
"12583-1","Creatinin^8. Probenmaterial","Massenkonzentration","Zeitpunkt","Peritonealdialysat","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Creatinin [Masse/Volumen] in Peritonealdialysat --8. Probenmaterial","",""
"18930-8","Gramicidin D","Empfindlichkeit (Mikororganismen)","Zeitpunkt","Isolat","Ordinal oder Quantitativ","","Antibiotikaempfindlichkeit","","Gramicidin D [Empfindlichkeit]","",""
"26928-2","Vasopressin","Nachweis oder Schwellenwert","24 Stunden","Urin","Ordinal","","Klinische Chemie (keine Funktionstests)","","Vasopressin [Nachweis] in 24-Stunden-Urin","ADH; Antidiuretisches Hormon",""
"26930-8","Secobarbital","Massengehalt","Zeitpunkt","Haar","Quantitativ","","Wirkstoffspiegelbestimmung/Toxikologie","","Secobarbital [Masse/Masse] in Haar","",""
"26961-3","Valin","Stoffmengenkonzentration","Zeitpunkt","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Valin [Mol/Volumen] in Urin","",""
"26962-1","Cystin","Stoffmengenkonzentration","Zeitpunkt","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Cystin [Mol/Volumen] in Urin","",""
"26490-3","Mononukleäre Zellen","Anzahl pro Volumen","Zeitpunkt","Körperflüssigkeit","Quantitativ","","Hämatologie und Zellzählung","","Mononukleäre Zellen [#/Volumen] in Körperflüssigkeit","",""
"26508-2","Neutrophile.stabkernig/100 Leukozyten","Anzahl pro Fraktion","Zeitpunkt","Blut","Quantitativ","","Hämatologie und Zellzählung","","Stabkernige Neutrophile/100 Leukozyten in Blut","Stabkernige",""
"15271-0","(Ambrosia elatior+Artemisia vulgaris+Chenopodium album+Plantago lanceolata+Salsola kali) Ak.IgE","Nachweis oder Schwellenwert","Zeitpunkt","Serum","Ordinal","Multidisk","Allergie","","(Ambrosia elatior+Artemisia vulgaris+Chenopodium album+Plantago lanceolata+Salsola kali)-IgE-Antikörper [Nachweis] in Serum mit Multidisk","",""
"15272-8","(Ambrosia psilostachya+Artemisia vulgaris+Atriplex lentiformis+Chenopodium album+Plantago lanceolata) Ak.IgE","Nachweis oder Schwellenwert","Zeitpunkt","Serum","Ordinal","Multidisk","Allergie","","(Ambrosia psilostachya+Artemisia vulgaris+Atriplex lentiformis+Chenopodium album+Plantago lanceolata)-IgE-Antikörper [Nachweis] in Serum mit Multidisk","",""
"15275-1","(Plantago lanceolata+Chenopodium album+Salsola kali+Rumex acetosella) Ak.IgE","Nachweis oder Schwellenwert","Zeitpunkt","Serum","Ordinal","Multidisk","Allergie","","(Plantago lanceolata+Chenopodium album+Salsola kali+Rumex acetosella)-IgE-Antikörper [Nachweis] in Serum mit Multidisk","",""
"14896-5","Proteinmuster","Interpretation","Zeitpunkt","Urin","Nominal","Immunfixation","Klinische Chemie (keine Funktionstests)","","Proteinfraktionen [Interpretation] in Urin mit Immunfixation","",""
"14910-4","Serotonin","Stoffmengenkonzentration","Zeitpunkt","Serum","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Serotonin [Mol/Volumen] in Serum","",""
"14918-7","Thyreoglobulin","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Thyreoglobulin [Mol/Volumen] in Serum oder Plasma","hTG",""
"14920-3","Thyroxin.frei","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Thyroxin (T4) frei [Mol/Volumen] in Serum oder Plasma","fT4",""
"14930-2","Trijodthyronin","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Trijodthyronin (T3) [Mol/Volumen] in Serum oder Plasma","",""
"30933-6","Nickel","Massenkonzentration","XXX","Urin","Quantitativ","","Wirkstoffspiegelbestimmung/Toxikologie","","Nickel [Masse/Volumen] in Urin gesammelt in unbestimmtem Zeitraum","",""
"30954-2","Relevante diagnostische Tests &oder Labordaten","Befund","Zeitpunkt","^Patient","Freitext","","Impfdokumentation","","Relevante diagnostische Tests/Labordaten - Freitext","",""
"26964-7","Cystathionin","Stoffmengenkonzentration","Zeitpunkt","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Cystathionin [Mol/Volumen] in Urin","",""
"26973-8","Beta-Aminoisobutyrat","Stoffmengenkonzentration","Zeitpunkt","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Beta-Aminoisobutyrat [Mol/Volumen] in Urin","",""
"2657-5","Nitrit","Massenkonzentration","Zeitpunkt","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Nitrit [Masse/Volumen] in Urin","",""
"26582-7","Homocystein/Creatinin","Stoffmengenverhältnis","Zeitpunkt","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Homocystein/Creatinin [Molverhältnis] in Urin","",""
"26566-0","Zellen.CD19+Lambda+/100 Zellen","Anzahl pro Fraktion","Zeitpunkt","XXX","Quantitativ","","Zellmarker","","CD19+Lambda+-Zellen/100 Zellen in Probenmaterial","",""
"32310-5","Cortisol","Stoffmengenrate","24 Stunden","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Cortisol [Mol/Zeit] in 24-Stunden-Urin","Kortisol",""
"32311-3","Cortisol^1 Stunde nach XXX Stimulation","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Funktionstest","","Cortisol [Mol/Volumen] in Serum oder Plasma --1 Stunde nach XXX Stimulation","Kortisol",""
"32312-1","Cortisol^2 Stunden nach XXX Stimulation","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Funktionstest","","Cortisol [Mol/Volumen] in Serum oder Plasma --2 Stunden nach XXX Stimulation","Kortisol",""
"29267-2","Protoporphyrin","Stoffmengengehalt","Zeitpunkt","Stuhl","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Protoporphyrin [Mol/Masse] in Stuhl","",""
"29275-5","Körpermessungen","Befund","Zeitpunkt","^Patient","Multi","","Anhang.Klinischer Bericht","","Körpermessungen","",""
"29284-7","Leucin","Nachweis oder Schwellenwert","Zeitpunkt","Blut","Ordinal","","Klinische Chemie (keine Funktionstests)","","Leucin [Nachweis] in Blut","",""
"29294-6","Methadon","Massenkonzentration","Zeitpunkt","Magenflüssigkeit","Quantitativ","","Wirkstoffspiegelbestimmung/Toxikologie","","Methadon [Masse/Volumen] in Magenflüssigkeit","",""
"24165-3","Beta vulgaris-Samen Ak.IgE","Arbiträre Konzentration","Zeitpunkt","Serum","Quantitativ","","Allergie","","Beta vulgaris-Samen-IgE-Antikörper [Einheiten/Volumen] in Serum","",""
"14099-6","Nickel","Massenkonzentration","Zeitpunkt","Urin","Quantitativ","","Wirkstoffspiegelbestimmung/Toxikologie","","Nickel [Masse/Volumen] in Urin","",""
"14249-7","Purkinjezellen Ak","Nachweis oder Schwellenwert","Zeitpunkt","Serum","Ordinal","Immunfluoreszenztest","Serologie","","Purkinjezellen-Antikörper [Nachweis] in Serum mit Immunfluoreszenztest","",""
"24373-3","Ferritin","Massenkonzentration","Zeitpunkt","Blut","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Ferritin [Masse/Volumen] in Blut","",""
"25844-2","Alanin/Creatinin","Stoffmengenverhältnis","24 Stunden","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Alanin/Creatinin [Molverhältnis] in 24-Stunden-Urin","",""
"25845-9","Aldosteron","Stoffmengenkonzentration","24 Stunden","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Aldosteron [Mol/Volumen] in 24-Stunden-Urin","",""
"22265-3","Echinococcus sp Ak.IgG","Arbiträre Konzentration","Zeitpunkt","Serum","Quantitativ","","Mikrobiologie","","Echinococcus sp-IgG-Antikörper [Einheiten/Volumen] in Serum","",""
"21331-4","HIV-1 p24 Ak","Titer","Zeitpunkt","Serum","Quantitativ","Immunoblot","Mikrobiologie","","HIV-1 p24-Antikörper [Titer] in Serum mit Immunoblot","",""
"12718-3","17-Hydroxyprogesteron^4. Probenmaterial nach XXX Stimulation","Massenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Funktionstest","","17-Hydroxyprogesteron [Masse/Volumen] in Serum oder Plasma --4. Probenmaterial nach XXX Stimulation","17-OH-Progesteron; 17-alpha-OH-Progesteron",""
"12730-8","Interferon.beta","Arbiträre Konzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Interferon beta [Einheiten/Volumen] in Serum oder Plasma","",""
"13312-4","IgA Ak.IgG","Arbiträre Konzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","IgA-IgG-Antikörper [Einheiten/Volumen] in Serum oder Plasma","",""
"14997-1","Thyreotropin^30 Minuten nach Dosis TRH intravenös","Arbiträre Konzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Funktionstest","","Thyreotropin [Einheiten/Volumen] in Serum oder Plasma --30 Minuten nach Dosis TRH intravenös","TSH",""
"14998-9","Thyreotropin^1 Stunde nach Dosis TRH intravenös","Arbiträre Konzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Funktionstest","","Thyreotropin [Einheiten/Volumen] in Serum oder Plasma --1 Stunde nach Dosis TRH intravenös","TSH",""
"14999-7","Thyreotropin^Basislinie","Arbiträre Konzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Funktionstest","","Thyreotropin [Einheiten/Volumen] in Serum oder Plasma --Basislinie","TSH",""
"15003-7","11-Hydroxyandrosteron","Stoffmengenrate","24 Stunden","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","11-Hydroxyandrosteron [Mol/Zeit] in 24-Stunden-Urin","",""
"1500-8","Glucose^1 Stunde nach 0,05-0,15 U Insulin/kg intravenös nach 12 Stunden Nahrungskarenz","Massenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Funktionstest","","Glucose [Masse/Volumen] in Serum oder Plasma --1 Stunde nach 0,05-0,15 U Insulin/kg intravenös nach 12 Stunden Nahrungskarenz","Glukose",""
"58435-9","Mikroorganismen (Liste)","-","Zeitpunkt","Urinsediment","-","","Liste.Urinanalyse","","Mikroorganismen (Liste) - Urinsediment","",""
"17096-9","Lymphozyten.kappa/100 Lymphozyten","Anzahl pro Fraktion","Zeitpunkt","Blut","Quantitativ","","Zellmarker","","Kappa-Lymphozyten/100 Lymphozyten in Blut","",""
"1711-1","Saure Phosphatase","Katalytische Konzentration","Zeitpunkt","Blut","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Saure Phosphatase [Enzymaktivität/Volumen] in Blut","",""
"17117-3","Zellen.CD15/100 Zellen","Anzahl pro Fraktion","Zeitpunkt","Blut","Quantitativ","","Zellmarker","","CD15-Zellen/100 Zellen in Blut","",""
"17123-1","Zellen.CD19+Lambda+/100 Zellen","Anzahl pro Fraktion","Zeitpunkt","Blut","Quantitativ","","Zellmarker","","CD19+Lambda+-Zellen/100 Zellen in Blut","",""
"17149-6","Zellen.CD42a/100 Zellen","Anzahl pro Fraktion","Zeitpunkt","Blut","Quantitativ","","Zellmarker","","CD42a-Zellen/100 Zellen in Blut","",""
"17150-4","Zellen.CD42b/100 Zellen","Anzahl pro Fraktion","Zeitpunkt","Blut","Quantitativ","","Zellmarker","","CD42b-Zellen/100 Zellen in Blut","",""
"19185-8","Gewebe-Polypeptid spezifisch Ag","Arbiträre Konzentration","Zeitpunkt","Pleuraflüssigkeit","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Gewebe-Polypeptid-spezifisch-Antigen [Einheiten/Volumen] in Pleuraflüssigkeit","",""
"1919-0","Aspartat-Aminotransferase","Katalytische Konzentration","Zeitpunkt","Körperflüssigkeit","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Aspartat-Aminotransferase [Enzymaktivität/Volumen] in Körperflüssigkeit","AST; GOT; ASAT",""
"19200-5","Prostataspezifisches Ag","Stoffmengenkonzentration","Zeitpunkt","Sperma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Prostataspezifisches Antigen [Mol/Volumen] in Sperma","PSA; Gesamt-PSA",""
"19203-9","Prostataspezifisches Ag.frei","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Prostataspezifisches Antigen frei [Mol/Volumen] in Serum oder Plasma","PSA",""
"19208-8","Plattenepithelkarzinom Ag","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Plattenepithelkarzinom-Antigen [Mol/Volumen] in Serum oder Plasma","SCC",""
"19133-8","Neisseria meningitidis Serogruppen A+C+w135+Y Ag","Nachweis oder Schwellenwert","Zeitpunkt","Zerebrospinalflüssigkeit","Ordinal","Latexagglutination","Mikrobiologie","","Neisseria meningitidis Serogruppen A+C+w135+Y-Antigen [Nachweis] in Zerebrospinalflüssigkeit mit Latexagglutination","",""
"14250-5","Purkinjezellen Ak.IgG","Arbiträre Konzentration","Zeitpunkt","Serum","Quantitativ","Immunfluoreszenztest","Serologie","","Purkinjezellen-IgG-Antikörper [Einheiten/Volumen] in Serum mit Immunfluoreszenztest","",""
"14282-8","Acylcarnitin","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Acylcarnitin [Mol/Volumen] in Serum oder Plasma","",""
"14286-9","Carnitin.frei","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Carnitin frei [Mol/Volumen] in Serum oder Plasma","",""
"14321-4","Haemophilus influenzae B Ag","Nachweis oder Schwellenwert","Zeitpunkt","Zerebrospinalflüssigkeit","Ordinal","Latexagglutination","Mikrobiologie","","Haemophilus influenzae B-Antigen [Nachweis] in Zerebrospinalflüssigkeit mit Latexagglutination","",""
"14343-8","Eosinophile/100 Leukozyten","Anzahl pro Fraktion","Zeitpunkt","Peritonealflüssigkeit","Quantitativ","Manuelle Zählung","Hämatologie und Zellzählung","","Eosinophile/100 Leukozyten in Peritonealflüssigkeit mit manueller Zählung","",""
"21346-2","HTLV 1+2 Ak-Bandenmuster","Interpretation","Zeitpunkt","Zerebrospinalflüssigkeit","Nominal","Immunoblot","Mikrobiologie","","HTLV 1+2-Antikörper-Bandenmuster [Interpretation] in Zerebrospinalflüssigkeit mit Immunoblot","",""
"21348-8","HTLV 1+2 Ak.IgG","Nachweis oder Schwellenwert","Zeitpunkt","Serum","Ordinal","Immunoassay","Mikrobiologie","","HTLV 1+2-IgG-Antikörper [Nachweis] in Serum mit Immunoassay","",""
"21363-7","Legionella pneumophila DNA","Nachweis oder Schwellenwert","Zeitpunkt","XXX","Ordinal","Zielfragmentamplifikation mit Sondendetektion","Mikrobiologie","","Legionella pneumophila-DNA [Nachweis] in Probenmaterial mit Nukleinsäureamplifikation mit Sondendetektion","",""
"21364-5","Citrus limon Ak.IgG.RAST Klasse","Nachweis oder Schwellenwert","Zeitpunkt","Serum","Ordinal","","Allergie","","Citrus limon-IgG-Antikörper-RAST-Klasse [Nachweis] in Serum","",""
"21373-6","Lymphozyten.abnormal/100 Leukozyten","Anzahl pro Fraktion","Zeitpunkt","Synovialflüssigkeit","Quantitativ","Manuelle Zählung","Hämatologie und Zellzählung","","Abnormale Lymphozyten/100 Leukozyten in Synovialflüssigkeit mit manueller Zählung","",""
"21384-3","Mesothelzellen","Nachweis oder Schwellenwert","Zeitpunkt","Peritonealflüssigkeit","Ordinal","Mikroskopie.Licht","Hämatologie und Zellzählung","","Mesothelzellen [Nachweis] in Peritonealflüssigkeit mit Lichtmikroskopie","",""
"2138-6","Coproporphyrinogenoxidase","Katalytische Konzentration","Zeitpunkt","Serum","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Coproporphyrinogenoxidase [Enzymaktivität/Volumen] in Serum","",""
"14624-1","Barbiturate","Nachweis oder Schwellenwert","Zeitpunkt","Magenflüssigkeit","Ordinal","","Wirkstoffspiegelbestimmung/Toxikologie","","Barbiturate [Nachweis] in Magenflüssigkeit","",""
"14626-6","Beta-2-Mikroglobulin","Stoffmengenkonzentration","Zeitpunkt","Serum","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Beta-2-Mikroglobulin [Mol/Volumen] in Serum","ß2-Mikroglobulin; b2-Mikroglobulin",""
"14567-2","11-Desoxycortisol","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","11-Desoxycortisol [Mol/Volumen] in Serum oder Plasma","",""
"21840-4","Geschlecht","Typ","Zeitpunkt","^Patient","Nominal","North American Association of Central Cancer Register Standard Version 11","Tumorregister (North American Association of Central Cancer Registries)","","Geschlecht [North American Association of Central Cancer Register Standard Version 11]","",""
"2190-7","Dehydroepiandrosteron-Sulfat (DHEA-S)","Massenkonzentration","Zeitpunkt","Amnionflüssigkeit","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Dehydroepiandrosteron-Sulfat (DHEA-S) [Masse/Volumen] in Amnionflüssigkeit","",""
"2191-5","Dehydroepiandrosteron-Sulfat (DHEA-S)","Massenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Dehydroepiandrosteron-Sulfat (DHEA-S) [Masse/Volumen] in Serum oder Plasma","",""
"24119-0","Cytomegalie-Virus Ak.IgM","Nachweis oder Schwellenwert","Zeitpunkt","Serum oder Plasma","Ordinal","Immunoassay","Mikrobiologie","","Cytomegalie-Virus-IgM-Antikörper [Nachweis] in Serum oder Plasma mit Immunoassay","CMV",""
"24148-9","Poa pratensis Ak.IgG","Arbiträre Konzentration","Zeitpunkt","Serum","Quantitativ","","Allergie","","Poa pratensis-IgG-Antikörper [Einheiten/Volumen] in Serum","",""
"24154-7","Chenopodium album Ak.IgG","Arbiträre Konzentration","Zeitpunkt","Serum","Quantitativ","","Allergie","","Chenopodium album-IgG-Antikörper [Einheiten/Volumen] in Serum","",""
"24162-0","Aspergillus fumigatus Ak.IgG.RAST Klasse","Nachweis oder Schwellenwert","Zeitpunkt","Serum","Ordinal","","Allergie","","Aspergillus fumigatus-IgG-Antikörper-RAST-Klasse [Nachweis] in Serum","",""
"14570-6","17-Hydroxyprogesteron","Stoffmengenkonzentration","Zeitpunkt","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","17-Hydroxyprogesteron [Mol/Volumen] in Urin","17-OH-Progesteron; 17-alpha-OH-Progesteron",""
"14571-4","17-Hydroxyprogesteron","Stoffmengenrate","24 Stunden","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","17-Hydroxyprogesteron [Mol/Zeit] in 24-Stunden-Urin","17-OH-Progesteron; 17-alpha-OH-Progesteron",""
"14573-0","5-Hydroxyindolacetat","Stoffmengenrate","24 Stunden","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","5-Hydroxyindolacetat [Mol/Zeit] in 24-Stunden-Urin","5-HIES",""
"15009-4","5-Hydroxyindolacetat","Stoffmengenkonzentration","Zeitpunkt","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","5-Hydroxyindolacetat [Mol/Volumen] in Urin","5-HIES",""
"15011-0","Aldosteron^liegend","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Funktionstest","","Aldosteron [Mol/Volumen] in Serum oder Plasma --liegend","",""
