"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"17871-5","hemoglobina H","obecność lub wartość progowa","Punkt w czasie","Krew","Porządkowy","denaturacja cieplna","Morfologia krwi","","","Hb, HGB HbH Obecnosc lub prog",""
"18225-3","kształt erytrocyta","Morfologia","Punkt w czasie","Krew","Nominalny","","Morfologia krwi","","","krwinka czerwona kształt erytrocytów",""
"28003-2","Sód/Potas","Współczynnik substancji","Punkt w czasie","Surowica lub osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","K Na osocze",""
"28007-3","urobilinogen","Wskaźnik umowny","24H","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","",""
"30391-7","Erytrocyty","Stężenie ilościowe","Punkt w czasie","Mocz","ilościowy","","Analiza moczu","","","Krwinki czerwone",""
"30393-3","Erytrocyty jądrzaste/100 leukocytów","Współczynnik","Punkt w czasie","Krew","ilościowy","","Morfologia krwi","","","100 krwinek białych;100 WBC jądrzaste krwinki czerwone; NRBC Krwinki czerwone Stosunek;Proporcja",""
"32319-6","Glukoza^30 min po175 g glukozy p.o.","Stężenie substancji","Punkt w czasie","Surowica lub osocze","ilościowy","","Obciążenie chemiczne","","","GLU osocze",""
"32333-7","Fenylopropanoloamina","obecność lub wartość progowa","Punkt w czasie","XXX","Porządkowy","","Leki lub Toksyny","","","Obecnosc lub prog PPA",""
"32337-8","białko","Stężenie masowe","Punkt w czasie","XXX","ilościowy","","Testy nieobciążeniowe chemiczne","","","białko",""
"35006-6","plazmocyty","Stężenie ilościowe","Punkt w czasie","Płyn ustrojowy","ilościowy","","Morfologia krwi","","","plazmocyty",""
"35119-7","Wodzian chloralu","obecność lub wartość progowa","Punkt w czasie","Surowica lub osocze","Porządkowy","","Leki lub Toksyny","","","Obecnosc lub prog osocze",""
"35126-2","hemoglobina O-Arab/Hemoglobina","Ułamek masy","Punkt w czasie","Krew","ilościowy","","Morfologia krwi","","","Hb O-Arab Hb, HGB Hgb",""
"33204-9","troponina T. sercowa","obecność lub wartość progowa","Punkt w czasie","Surowica lub osocze","Porządkowy","","Testy nieobciążeniowe chemiczne","","","Obecnosc lub prog osocze",""
"4559-1","hemoglobina Barts","obecność lub wartość progowa","Punkt w czasie","Krew","Porządkowy","elektroforeza zasadowa (pH=8.9)","Morfologia krwi","","","Hb Barts''a Hb, HGB Obecnosc lub prog",""
"48289-3","Benzoesan sodu uwolnienie leukotrienu","Stężenie masowe","Punkt w czasie","Leukocyty WBC","ilościowy","","Alergia","","","Na WBC, krwinki białe",""
"48290-1","Azotan sodu uwolnienie leukotrienu","Stężenie masowe","Punkt w czasie","Leukocyty WBC","ilościowy","","Alergia","","","Na WBC, krwinki białe",""
"47716-6","Tlen^^dostosowany do aktualnej temperatury pacjenta","Ciśnienie parcjalne","Punkt w czasie","Krew pępowinowa","ilościowy","","Testy nieobciążeniowe chemiczne","","","O2",""
"40689-2","erytromycyna/100 komorek","Frakcja ilościowa","Punkt w czasie","Szpik kostny","ilościowy","Zliczanie ręczne","Morfologia krwi","","","Manualny Zliczanie manualne",""
"53129-3","Kryształy moczanu sodu","Ilość na powierzchnię","Punkt w czasie","Osad moczu","ilościowy","Mikroskopia świetlna w dużym powiększeniu","Analiza moczu","","","Mikroskop świetlny o dużym powiększeniu Na",""
"30399-0","rozpiętość rozkładu stężenia hemoglobiny","Długość","Punkt w czasie","Krew","ilościowy","","Morfologia krwi","","","Hb, HGB HDW, odchylenie standardowe dla stężenia hemoglobiny w erytrocytach",""
"30428-7","Średnia objętość krwinki czerwonej (SOK)","Ustalona objętość","Punkt w czasie","Krwinki czerwone RBC","ilościowy","","Morfologia krwi","","","krwinka czerwona MCV RBC, erytrocyty",""
"28009-9","objętość próbki","Objętość","Punkt w czasie","Mocz","ilościowy","","Informacja o próbce","","","",""
"51436-4","Białko monoklonalne","Stężenie masowe","24H","Mocz","ilościowy","elektroforeza","Testy nieobciążeniowe chemiczne","","","białko",""
"18381-4","Dekarboksylaza uroporfirynogenu","Stężenie katalityczne","Punkt w czasie","Krew","ilościowy","","Testy nieobciążeniowe chemiczne","","","",""
"19075-1","Całkowita liczba komórek","Ilość","Punkt w czasie","Płyn mózgowo-rdzeniowy","ilościowy","","Morfologia krwi","","","Komorki zliczone PMR",""
"5898-2","czas częściowej tromboplastyny po aktywacji","Czas","Punkt w czasie","Osocze","ilościowy","Test krzepnięcia","Koagulacja","","","aPTT osocze Wykrzepianie",""
"58990-3","moczan","Wskaźnik masy","18H","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","",""
"58996-0","Potas","Wskaźnik substancji","18H","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","K",""
"2089-1","cholesterol w LDL","Stężenie masowe","Punkt w czasie","Surowica lub osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","Cholesterol frakcji LDL osocze",""
"2091-7","cholesterol w VLDL","Stężenie masowe","Punkt w czasie","Surowica lub osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","Cholesterol frakcji VLDL osocze",""
"2097-4","Cholinoesteraza","Stężenie katalityczne","Punkt w czasie","Płyn owodniowy","ilościowy","","Testy nieobciążeniowe chemiczne","","","ChE",""
"14439-4","cholesterol","Stężenie masowe","Punkt w czasie","Płyn mózgowo-rdzeniowy","ilościowy","","Testy nieobciążeniowe chemiczne","","","PMR",""
"32344-4","urobilina","obecność lub wartość progowa","Punkt w czasie","Kał","Porządkowy","","Testy nieobciążeniowe chemiczne","","","Obecnosc lub prog stolec",""
"18227-9","Glukoza","Wskaźnik masy","6H","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","6 godzin GLU",""
"18273-3","Skryning przeciwciał grup krwi","obecność lub wartość progowa","Punkt w czasie","Surowica lub osocze^Jednostka krwi pełnej","Porządkowy","","BLDBK","","","Obecnosc lub prog osocze",""
"13450-2","Kreatynina Klirens nerkowy/1,73 m kw.","Wskaźnik Objętość/Powierzchnia","12H","mocz i surowica/osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","1.73 metry kwadratowe osocze",""
"17534-9","czynnik reumatoidalny","Stężenie umowne","Punkt w czasie","Płyn ustrojowy","ilościowy","metoda immunochemiczna","Serologia nie mikrobiologiczna","","","RF test immunologiczny; IA Umowne stezenie",""
"13452-8","Żelazo/Transferyna","Współczynnik masy","Punkt w czasie","Surowica lub osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","osocze",""
"14604-3","Przeciwciała grup krwi Zidentyfikowany","Obecność lub identyfikacja","Punkt w czasie","Surowica lub osocze^Jednostka krwi pełnej","Nominalny","","BLDBK","","","osocze Rozpoznany",""
"1755-8","Albumina","Wskaźnik masy","24H","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","",""
"19077-7","komórki Zidentyfikowany","Obecność lub identyfikacja","Punkt w czasie","Płyn ustrojowy","Nominalny","","Morfologia krwi","","","Rozpoznany",""
"19151-0","Próbka pobrana","Sygnatura czasu","Punkt w czasie","Surowica lub osocze","ilościowy","","Informacja o próbce","","","osocze",""
"19161-9","urobilinogen","Stężenie umowne","Punkt w czasie","Mocz","ilościowy","Test paskowy","Analiza moczu","","","test paskowy Umowne stezenie",""
"18379-8","moczan","Wskaźnik masy","6H","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","6 godzin",""
"2098-2","Cholinoesteraza","Stężenie katalityczne","Punkt w czasie","Surowica lub osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","ChE osocze",""
"18277-4","hemoglobina F","obecność lub wartość progowa","Punkt w czasie","Sok żołądkowy","Porządkowy","Metoda Apt-Downey","Morfologia krwi","","","Hb, HGB HbF Metoda Apt-Downey Obecnosc lub prog",""
"2537-9","dehydrogenaza mleczanowa 1","Stężenie katalityczne","Punkt w czasie","Surowica lub osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","Dehydrogenaza kwasu mlekowego;LDH;LDH całkowita Dehydrogenaza mleczanowa izoenzym 1 Kwas mlekowy osocze",""
"25386-4","Kreatynina","Stężenie substancji","Punkt w czasie","Płyn ustrojowy","ilościowy","","Testy nieobciążeniowe chemiczne","","","",""
"28067-7","hemoglobina F","obecność lub wartość progowa","Punkt w czasie","Płyn owodniowy","Porządkowy","","Morfologia krwi","","","Hb, HGB HbF Obecnosc lub prog",""
"2830-8","Potas Klirens nerkowy","Wskaźnik objętości","24H","mocz i surowica/osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","K osocze",""
"2862-1","Albumina","Stężenie masowe","Punkt w czasie","Surowica lub osocze","ilościowy","elektroforeza","Testy nieobciążeniowe chemiczne","","","osocze",""
"28649-2","Tlen","Ciśnienie parcjalne","Punkt w czasie","Krew pępowinowa żylna","ilościowy","","Testy nieobciążeniowe chemiczne","","","O2",""
"3044-5","triglicerydy + estry (cholesterolu) w HDL","Stężenie masowe","Punkt w czasie","Surowica lub osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","osocze Trigliceryd + ester w HDL",""
"30459-2","średnia średnica płytki","Ustalona długość","Punkt w czasie","Krew","ilościowy","","Morfologia krwi","","","płytki krwi PMD",""
"32345-1","Uroporfiryna","Stężenie substancji","Punkt w czasie","Krwinki czerwone RBC","ilościowy","","Testy nieobciążeniowe chemiczne","","","RBC, erytrocyty",""
"34980-3","objętość próbki","Objętość","Punkt w czasie","Płyn maziowy","ilościowy","","Informacja o próbce","","","",""
"35134-6","Tyreotropina przeciwciało","obecność lub wartość progowa","Punkt w czasie","Surowica","Porządkowy","","Serologia nie mikrobiologiczna","","","Obecnosc lub prog p/ciała Tyrotropina",""
"41651-1","Glukoza","Stężenie masowe","Punkt w czasie","Krew tętnicza","ilościowy","","Testy nieobciążeniowe chemiczne","","","GLU",""
"41652-9","Glukoza","Stężenie masowe","Punkt w czasie","Krew żylna","ilościowy","","Testy nieobciążeniowe chemiczne","","","GLU",""
"4561-7","hemoglobina C/Hemoglobina","Ułamek masy","Punkt w czasie","Krew","ilościowy","elektroforeza kwaśna (pH=6.3)","Morfologia krwi","","","Hb, HGB HbC Hgb",""
"4564-1","hemoglobina C-Harlem","obecność lub wartość progowa","Punkt w czasie","Krew","Porządkowy","","Morfologia krwi","","","Hb C-Harlem Hb, HGB HbC Obecnosc lub prog",""
"4566-6","hemoglobina Chesapeake","obecność lub wartość progowa","Punkt w czasie","Krew","Porządkowy","elektroforeza zasadowa (pH=8.9)","Morfologia krwi","","","Hb Chesapeake Hb, HGB Obecnosc lub prog",""
"4571-6","hemoglobina D-Punjab","Stężenie umowne","Punkt w czasie","Krew","ilościowy","elektroforeza zasadowa (pH=8.9)","Morfologia krwi","","","Hb D-Punjab Hb, HGB HbD Umowne stezenie",""
"44349-9","Fenyloalanina/Kreatynina","Współczynnik masy","Punkt w czasie","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","Phe",""
"44416-6","Azot mocznika/Kreatynina","Współczynnik masy","Punkt w czasie","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","Azot mocznikowy",""
"44629-4","Rozmiar próbki - maksymalny wymiar","Długość","Punkt w czasie","guz piersi","ilościowy","","PATH.PROTOCOLS.BRST","","","pierś",""
"47720-8","pH^^dostosowany do aktualnej temperatury pacjenta","Logarytm stężenia molowego","Punkt w czasie","Krew pępowinowa","ilościowy","","Testy nieobciążeniowe chemiczne","","","pH",""
"47721-6","Fenyloalanina/Aminokwasy całkowite","Frakcja substancji","Punkt w czasie","Włos","ilościowy","","Testy nieobciążeniowe chemiczne","","","Phe",""
"47723-2","Fenyloalanina/Aminokwasy całkowite","Frakcja substancji","Punkt w czasie","Płyn owodniowy","ilościowy","","Testy nieobciążeniowe chemiczne","","","Phe",""
"53278-8","wałeczki erytrocytarne","obecność lub wartość progowa","Punkt w czasie","Mocz","Porządkowy","Metoda wspomagana komputerowo","Analiza moczu","","","krwinka czerwona Obecnosc lub prog",""
"53288-7","wałeczki tłuszczowe","Stężenie ilościowe","Punkt w czasie","Mocz","ilościowy","Metoda wspomagana komputerowo","Analiza moczu","","","",""
"51437-2","2 prążki białka monoklonalnego","Stężenie masowe","Punkt w czasie","Mocz","ilościowy","elektroforeza","Testy nieobciążeniowe chemiczne","","","2 prążki białka monoklonalnego białko",""
"51438-0","2 prążki białka monoklonalnego","Stężenie masowe","24H","Mocz","ilościowy","elektroforeza","Testy nieobciążeniowe chemiczne","","","2 prążki białka monoklonalnego białko",""
"51459-6","wirus zapalenia wątroby typu E przeciwciało","Stężenie umowne","Punkt w czasie","Surowica","ilościowy","","MICRO","","","HEV p/ciała Umowne stezenie",""
"5901-4","czas protrombinowy","Czas","Punkt w czasie","Osocze ubogopłytkowe^Kontrola","ilościowy","Test krzepnięcia","Koagulacja","","","kontrola PPP PT;wskaźnik Quicka Wykrzepianie",""
"5903-0","test z jadem żmii Russela","Czas","Punkt w czasie","Osocze ubogopłytkowe^Kontrola","ilościowy","Test krzepnięcia","Koagulacja","","","kontrola PPP RVVT Wykrzepianie",""
"5913-9","hemoglobina F/Hemoglobina","Ułamek masy","Punkt w czasie","Płyn owodniowy","ilościowy","","Morfologia krwi","","","Hb, HGB HbF Hgb",""
"60217-7","chlorek","Stężenie substancji","Punkt w czasie","Mleko kobiece","ilościowy","","Testy nieobciążeniowe chemiczne","","","Jon chlorkowy;Cl--",""
"69561-9","Tyreotropina","Stężenie umowne","Punkt w czasie","Krew pępowinowa","ilościowy","","Testy nieobciążeniowe chemiczne","","","Tyrotropina Umowne stezenie",""
"69950-4","Hemoglobina","Stężenie masowe","Punkt w czasie","Płyn osierdziowy","ilościowy","","Morfologia krwi","","","Hb, HGB",""
"59159-4","Albumina/Kreatynina","Współczynnik","24H","Mocz","ilościowy","Próg wykrywalności <= 20 mg/L","Testy nieobciążeniowe chemiczne","","","Granica wykrywalności &lt;= 20 mg/L Stosunek;Proporcja",""
"59178-4","chlorek","Stężenie substancji","Punkt w czasie","Sok żołądkowy","ilościowy","","Testy nieobciążeniowe chemiczne","","","Jon chlorkowy;Cl--",""
"59185-9","Ciałka inkluzyjne hemoglobiny H","obecność lub wartość progowa","Punkt w czasie","Krew","Porządkowy","","Morfologia krwi","","","Ciałka inkluzyjne HbH Hb, HGB HbH Obecnosc lub prog",""
"74896-2","mleczan","Zawartość substancji","Punkt w czasie","Kał","ilościowy","","Testy nieobciążeniowe chemiczne","","","Kwas mlekowy stolec",""
"74918-4","Kwasy tłuszczowe","Zawartość masowa","24H","Kał","ilościowy","","Testy nieobciążeniowe chemiczne","","","stolec",""
"74979-6","moczan","Stężenie substancji","Punkt w czasie","BAL","ilościowy","","Testy nieobciążeniowe chemiczne","","","popłuczyny oskrzelowe",""
"75096-8","Kwasy tłuszczowe. O bardzo długich łańcuchach C26:0 (Heksakozanian)","Jednostkowa substancja","Punkt w czasie","Krwinki czerwone RBC","ilościowy","","Testy nieobciążeniowe chemiczne","","","bardzo długołańcuchowe kwasy tłuszczowe Kwas heksakozanowy (C26:0) RBC, erytrocyty",""
"8841-9","wysycenie tlenem","Ułamek masy","Punkt w czasie","Prawy przedsionek serca","ilościowy","","HEMODYN.MOLEC","","","O2 SaO2;saturacja krwi tlenem",""
"8849-2","wysycenie tlenem","Ułamek masy","Punkt w czasie","Przewód tętniczy","ilościowy","","HEMODYN.MOLEC","","","O2 SaO2;saturacja krwi tlenem",""
"8851-8","wysycenie tlenem","Ułamek masy","Punkt w czasie","lewa tętnica płucna","ilościowy","","HEMODYN.MOLEC","","","O2 SaO2;saturacja krwi tlenem",""
"8853-4","wysycenie tlenem","Ułamek masy","Punkt w czasie","prawa tętnica płucna","ilościowy","","HEMODYN.MOLEC","","","O2 SaO2;saturacja krwi tlenem",""
"935-7","przeterminowanie jednostki produktu krwiopochodnego","Sygnatura czasu","Punkt w czasie","^Jednostka krwi pełnej","ilościowy","","BLDBK","","","",""
"9377-3","Glukoza^4,5 godz. po 100 g glukozy p.o.","Stężenie masowe","Punkt w czasie","Surowica lub osocze","ilościowy","","Obciążenie chemiczne","","","270 minut po doustnym podaniu 100 g glukozy GLU osocze",""
"9398-9","siateczka przeciwciało","Miano","Punkt w czasie","Surowica","ilościowy","","Serologia nie mikrobiologiczna","","","p/ciała",""
"9406-0","Albumina/Globulina","Współczynnik masy","24H","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","",""
"99384-0","Kreatynina","Wskaźnik substancji","6H","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","6 godzin",""
"99385-7","powierzchnia wirusa zapalenia wątroby typu B antygen","Logarytm jednostki stezenia","Punkt w czasie","Surowica lub osocze","ilościowy","metoda immunochemiczna","MICRO","","","HBsAg HBV osocze test immunologiczny; IA",""
"99415-2","Białko monoklonalne prążek 1","Stężenie masowe","Punkt w czasie","Surowica lub osocze","ilościowy","Immunofiksacja","Testy nieobciążeniowe chemiczne","","","1 prążek białka monoklonalnego białko osocze",""
"99598-5","erytrocyty dysmorficzne/100 erytrocytów","Frakcja ilościowa","Punkt w czasie","Mocz","ilościowy","Automatyczne liczenie","Analiza moczu","","","100 krwinek czerwonych;100 RBC Krwinki czerwone zautomatyzowany",""
"99602-5","Glukoza/Kreatynina","Współczynnik substancji","24H","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","GLU",""
"5918-8","Azot mocznika","Stężenie masowe","Punkt w czasie","Płyn dializacyjny","ilościowy","","Testy nieobciążeniowe chemiczne","","","Azot mocznikowy",""
"59188-3","Fosfataza zasadowa łozyskowa","Stężenie katalityczne","Punkt w czasie","Płyn mózgowo-rdzeniowy","ilościowy","","Testy nieobciążeniowe chemiczne","","","Fosfataza alkaliczna;ALP Łożyskowa ALP;PLAP PMR",""
"59221-2","swoisty dla prostaty antygen","Stężenie masowe","Punkt w czasie","Płyn z jamy opłucnej","ilościowy","","Testy nieobciążeniowe chemiczne","","","swoisty dla prostaty",""
"75928-2","Hemoglobina","Stężenie substancji","Punkt w czasie","Krew tętnicza","ilościowy","","Morfologia krwi","","","Hb, HGB",""
"76090-0","erytrocyty. nadbarwliwe/100 erytrocytów","Frakcja ilościowa","Punkt w czasie","Krew","ilościowy","Automatyczne liczenie","Morfologia krwi","","","100 krwinek czerwonych;100 RBC Krwinki czerwone zautomatyzowany",""
"8854-2","wysycenie tlenem","Ułamek masy","Punkt w czasie","Cewnik w tetnicy płucnej","ilościowy","","HEMODYN.MOLEC","","","O2 SaO2;saturacja krwi tlenem",""
"5194-6","powierzchnia wirusa zapalenia wątroby typu B przeciwciało","Stężenie umowne","Punkt w czasie","Surowica","ilościowy","Metoda radioimmunologiczna","MICRO","","","HBsAg HBV p/ciała RIA Umowne stezenie",""
"52111-2","Wygaśnięcie ważności jednostki krwi 3","Sygnatura czasu","Punkt w czasie","^Jednostka krwi pełnej","ilościowy","","BLDBK","","","",""
"52113-8","Wygaśnięcie ważności jednostki krwi 1","Sygnatura czasu","Punkt w czasie","^Jednostka krwi pełnej","ilościowy","","BLDBK","","","",""
"53326-5","ciężar właściwy","Gęstość względna","Punkt w czasie","Mocz","ilościowy","Test paskowy automatyczny","Analiza moczu","","","test paskowy test paskowy automatyczny zautomatyzowany",""
"53456-0","Żelazo","Zawartość masowa","Punkt w czasie","XXX","ilościowy","","Testy nieobciążeniowe chemiczne","","","",""
"5895-7","Czas protrombinowy. INR","Współczynnik czasu","Punkt w czasie","Osocze","ilościowy","Test krzepnięcia","Koagulacja","","","osocze PT INR PT;wskaźnik Quicka Wykrzepianie",""
"58989-5","objętość próbki","Objętość","18H","Mocz","ilościowy","","Informacja o próbce","","","",""
"60242-5","Czas krzepnięcia indukowany ekaryną","Czas","Punkt w czasie","Osocze ubogopłytkowe","ilościowy","Test krzepnięcia","Koagulacja","","","ECT PPP Wykrzepianie",""
"4573-2","hemoglobina E/Hemoglobina","Ułamek masy","Punkt w czasie","Krew","ilościowy","elektroforeza kwaśna (pH=6.3)","Morfologia krwi","","","Hb, HGB HbE Hgb",""
"4587-2","hemoglobina H/Hemoglobina","Ułamek masy","Punkt w czasie","Krew","ilościowy","elektroforeza","Morfologia krwi","","","Hb, HGB HbH Hgb",""
"4598-9","hemoglobina J-Oxford","obecność lub wartość progowa","Punkt w czasie","Krew","Porządkowy","elektroforeza kwaśna (pH=6.3)","Morfologia krwi","","","Hb J-Oxford Hb, HGB HbJ Obecnosc lub prog",""
"94255-7","Wapń","Stężenie masowe","Punkt w czasie","Pot","ilościowy","","Testy nieobciążeniowe chemiczne","","","",""
"94505-5","SARS-CoV-2 IgG","Stężenie umowne","Punkt w czasie","Surowica lub osocze","ilościowy","metoda immunochemiczna","MICRO","","","Immunoglobulina G koronawirus 2 ciężkiej ostrej niewydolności oddechowej osocze p/ciała test immunologiczny; IA Umowne stezenie",""
"94507-1","SARS-CoV-2 IgG","obecność lub wartość progowa","Punkt w czasie","Surowica, osocze lub krew","Porządkowy","szybka metoda immunochemiczna","MICRO","","","Immunoglobulina G koronawirus 2 ciężkiej ostrej niewydolności oddechowej Obecnosc lub prog osocze p/ciała szybki test immunologiczny; IA.rapid test immunologiczny; IA",""
"49132-4","cholesterol w LDL","Stężenie masowe","Punkt w czasie","Surowica lub osocze","ilościowy","elektroforeza","Testy nieobciążeniowe chemiczne","","","Cholesterol frakcji LDL osocze",""
"49484-9","Fenyloalanina","obecność lub wartość progowa","Punkt w czasie","Krew","Porządkowy","","Testy nieobciążeniowe chemiczne","","","Obecnosc lub prog Phe",""
"70153-2","próbka zhemolizowana","obecność lub wartość progowa","Punkt w czasie","Płyn mózgowo-rdzeniowy","Porządkowy","","Informacja o próbce","","","Obecnosc lub prog PMR",""
"47725-7","Fenyloalanina/Aminokwasy całkowite","Frakcja substancji","Punkt w czasie","XXX","ilościowy","","Testy nieobciążeniowe chemiczne","","","Phe",""
"47938-6","źródło próbki","Obecność lub identyfikacja","Punkt w czasie","Płyn ustrojowy","Nominalny","","Informacja o próbce","","","",""
"48022-8","aPTT wrażliwosc na antykoagulant toczniowy badane/prawidłowe","czas względny","Punkt w czasie","Osocze ubogopłytkowe","ilościowy","","Koagulacja","","","aPTT czas częściowej tromboplastyny po aktywacji;czas kaolinowo-kefalinowy PPP Wykrzepianie",""
"53349-7","wolna tyroksyna","Stężenie masowe","Punkt w czasie","pobieranie suchej kropli krwi","ilościowy","","Testy nieobciążeniowe chemiczne","","","",""
"53350-5","wolna tyroksyna","Stężenie substancji","Punkt w czasie","pobieranie suchej kropli krwi","ilościowy","","Testy nieobciążeniowe chemiczne","","","",""
"4172-3","Wodzian chloralu","Masa","Punkt w czasie","Dawka","ilościowy","","Dawka Leku","","","",""
"35673-3","fosforany","Stężenie masowe","Nieokreślony","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","fosforany nieorganiczne Niespecyficzny;Nierozpoznany",""
"25550-5","Mocznik","Wskaźnik substancji","24H","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","",""
"25552-1","Uroporfiryna","Wskaźnik substancji","24H","Kał","ilościowy","","Testy nieobciążeniowe chemiczne","","","stolec",""
"3054-4","trijodotyronina. Prawdziwa","Stężenie masowe","Punkt w czasie","Surowica lub osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","osocze Prawdziwa trijodotyronina",""
"14713-2","Erytrocyty","Stężenie ilościowe","Punkt w czasie","Płyn osierdziowy","ilościowy","Zliczanie ręczne","Morfologia krwi","","","Krwinki czerwone Manualny Zliczanie manualne",""
"14745-4","Glukoza","Stężenie substancji","Punkt w czasie","Płyn ustrojowy","ilościowy","","Testy nieobciążeniowe chemiczne","","","GLU",""
"14746-2","Glukoza","Stężenie substancji","Punkt w czasie","Płyn dializacyjny otrzewnowy","ilościowy","","Testy nieobciążeniowe chemiczne","","","GLU",""
"14747-0","Glukoza","Stężenie substancji","Punkt w czasie","Płyn z jamy opłucnej","ilościowy","","Testy nieobciążeniowe chemiczne","","","GLU",""
"2882-9","białko","Stężenie masowe","Punkt w czasie","Płyn z jamy opłucnej","ilościowy","","Testy nieobciążeniowe chemiczne","","","białko",""
"2886-0","białko","Stężenie masowe","Punkt w czasie","Płyn maziowy","ilościowy","","Testy nieobciążeniowe chemiczne","","","białko",""
"27823-4","białko S Przeciwciała poziom/przeciwciała norma","Stężenie masowe względne","Punkt w czasie","Osocze ubogopłytkowe","ilościowy","metoda immunochemiczna","Koagulacja","","","białko PPP test immunologiczny; IA Wykrzepianie",""
